date,team1,score1,team2,score2,venue,score_diff
11/27/2023,New Hampshire,64,Connecticut,84,Connecticut,-20
12/09/2023,Arkansas Pine Bluff,63,Connecticut,101,Connecticut,-38
12/23/2023,St. John's,65,Connecticut,69,Connecticut,-4
11/09/2023,Towson,70,Coppin St.,49,Coppin St.,21
11/30/2023,UMBC,70,Coppin St.,89,Coppin St.,-19
12/06/2023,Wagner,62,Coppin St.,59,Coppin St.,3
11/08/2023,Morrisville St.,86,Cornell,107,Cornell,-21
11/19/2023,Cal St. Fullerton,70,Cornell,88,Cornell,-18
11/20/2023,Utah Valley,61,Cornell,74,Cornell,-13
11/29/2023,Monmouth,87,Cornell,91,Cornell,-4
12/30/2023,Colgate,64,Cornell,77,Cornell,-13
11/07/2023,Florida A&M,54,Creighton,105,Creighton,-51
11/11/2023,North Dakota St.,60,Creighton,89,Creighton,-29
11/14/2023,Iowa,84,Creighton,92,Creighton,-8
11/18/2023,Texas Southern,50,Creighton,82,Creighton,-32
11/23/2023,Colorado St.,69,Creighton,48,Creighton,21
12/09/2023,Central Michigan,64,Creighton,109,Creighton,-45
12/16/2023,Alabama,82,Creighton,85,Creighton,-3
12/20/2023,Villanova,68,Creighton,66,Creighton,2
11/10/2023,UMass Lowell,81,Dartmouth,48,Dartmouth,33
11/15/2023,Westfield St.,61,Dartmouth,79,Dartmouth,-18
12/06/2023,New Hampshire,64,Dartmouth,76,Dartmouth,-12
12/09/2023,Marist,63,Dartmouth,53,Dartmouth,10
12/13/2023,Boston University,56,Dartmouth,63,Dartmouth,-7
12/18/2023,Thomas,48,Dartmouth,77,Dartmouth,-29
11/06/2023,Washington & Lee,63,Davidson,86,Davidson,-23
11/21/2023,Boston University,45,Davidson,69,Davidson,-24
12/02/2023,Wright St.,73,Davidson,82,Davidson,-9
12/06/2023,Campbell,50,Davidson,62,Davidson,-12
12/09/2023,Miami OH,61,Davidson,79,Davidson,-18
12/16/2023,Lynchburg,63,Davidson,98,Davidson,-35
12/21/2023,USC Upstate,59,Davidson,62,Davidson,-3
11/06/2023,SIU Edwardsville,47,Dayton,63,Dayton,-16
11/17/2023,St. John's,81,Dayton,88,Dayton,-7
11/24/2023,Youngstown St.,69,Dayton,77,Dayton,-8
12/02/2023,Grambling St.,46,Dayton,76,Dayton,-30
12/09/2023,Troy,70,Dayton,82,Dayton,-12
12/20/2023,Oakland,67,Dayton,91,Dayton,-24
12/30/2023,Longwood,69,Dayton,78,Dayton,-9
11/07/2023,Purdue Fort Wayne,82,DePaul,74,DePaul,8
11/11/2023,Long Beach St.,77,DePaul,73,DePaul,4
11/14/2023,South Dakota,60,DePaul,72,DePaul,-12
11/19/2023,San Francisco,70,DePaul,54,DePaul,16
11/25/2023,Northern Illinois,89,DePaul,79,DePaul,10
12/01/2023,Iowa St.,99,DePaul,80,DePaul,19
12/09/2023,Louisville,68,DePaul,75,DePaul,-7
12/16/2023,Northwestern,56,DePaul,46,DePaul,10
12/23/2023,Villanova,84,DePaul,48,DePaul,36
12/30/2023,Chicago St.,58,DePaul,70,DePaul,-12
11/08/2023,Goldey Beacom,68,Delaware,101,Delaware,-33
11/12/2023,Air Force,57,Delaware,65,Delaware,-8
11/24/2023,Brown,59,Delaware,67,Delaware,-8
11/25/2023,UNC Greensboro,88,Delaware,77,Delaware,11
12/20/2023,Rider,88,Delaware,85,Delaware,3
12/30/2023,Princeton,84,Delaware,82,Delaware,2
11/15/2023,Delaware,78,Delaware St.,67,Delaware St.,11
12/05/2023,Gwynedd Mercy,58,Delaware St.,105,Delaware St.,-47
12/07/2023,Virginia Lynchburg,73,Delaware St.,106,Delaware St.,-33
12/09/2023,Longwood,62,Delaware St.,61,Delaware St.,1
12/30/2023,Mount St. Mary's,73,Delaware St.,77,Delaware St.,-4
11/09/2023,Cal Poly,76,Denver,97,Denver,-21
11/22/2023,Colorado Christian,68,Denver,100,Denver,-32
12/02/2023,Colorado College,66,Denver,90,Denver,-24
12/18/2023,Adams St.,83,Denver,89,Denver,-6
12/20/2023,Northern New Mexico,57,Denver,90,Denver,-33
12/31/2023,Oral Roberts,89,Denver,86,Denver,3
11/21/2023,Eastern Michigan,76,Detroit Mercy,72,Detroit Mercy,4
11/29/2023,Oakland,65,Detroit Mercy,50,Detroit Mercy,15
12/06/2023,Ball St.,68,Detroit Mercy,65,Detroit Mercy,3
11/08/2023,Lipscomb,70,Drake,85,Drake,-15
11/14/2023,SW Minnesota St.,67,Drake,87,Drake,-20
11/19/2023,Oakland,77,Drake,85,Drake,-8
11/25/2023,Texas Southern,71,Drake,77,Drake,-6
12/02/2023,Missouri St.,57,Drake,74,Drake,-17
12/06/2023,Saint Louis,69,Drake,75,Drake,-6
12/14/2023,Grambling St.,56,Drake,68,Drake,-12
12/19/2023,Alcorn St.,55,Drake,92,Drake,-37
11/14/2023,Temple,66,Drexel,64,Drexel,2
11/17/2023,Fairfield,47,Drexel,65,Drexel,-18
11/19/2023,Queens,52,Drexel,62,Drexel,-10
12/16/2023,Albany,52,Drexel,71,Drexel,-19
12/18/2023,Penn State Allegheny,49,Drexel,117,Drexel,-68
11/06/2023,Dartmouth,54,Duke,92,Duke,-38
11/10/2023,Arizona,78,Duke,73,Duke,5
11/17/2023,Bucknell,60,Duke,90,Duke,-30
11/21/2023,La Salle,66,Duke,95,Duke,-29
11/24/2023,Southern Indiana,62,Duke,80,Duke,-18
12/09/2023,Charlotte,56,Duke,80,Duke,-24
12/12/2023,Hofstra,68,Duke,89,Duke,-21
12/20/2023,Baylor,70,Duke,78,Duke,-8
12/30/2023,Queens,69,Duke,106,Duke,-37
11/06/2023,Cleveland St.,77,Duquesne,79,Duquesne,-2
11/13/2023,Stony Brook,63,Duquesne,85,Duquesne,-22
11/15/2023,Princeton,70,Duquesne,67,Duquesne,3
11/17/2023,Rider,58,Duquesne,77,Duquesne,-19
11/29/2023,UC Irvine,62,Duquesne,66,Duquesne,-4
12/08/2023,Saint Peter's,59,Duquesne,68,Duquesne,-9
12/18/2023,Bradley,67,Duquesne,69,Duquesne,-2
12/30/2023,Cleary,47,Duquesne,95,Duquesne,-48
11/06/2023,Ferrum,61,East Carolina,91,East Carolina,-30
11/11/2023,Campbell,63,East Carolina,77,East Carolina,-14
11/15/2023,USC Upstate,83,East Carolina,81,East Carolina,2
11/19/2023,Northeastern,82,East Carolina,76,East Carolina,6
11/20/2023,Georgia Southern,64,East Carolina,82,East Carolina,-18
11/21/2023,Kennesaw St.,84,East Carolina,85,East Carolina,-1
11/30/2023,UNC Wilmington,66,East Carolina,74,East Carolina,-8
12/04/2023,Maryland Eastern Shore,52,East Carolina,63,East Carolina,-11
12/09/2023,South Carolina,68,East Carolina,62,East Carolina,6
12/20/2023,Delaware St.,50,East Carolina,79,East Carolina,-29
12/29/2023,East Tennessee St.,86,East Carolina,70,East Carolina,16
11/06/2023,King,56,East Tennessee St.,73,East Tennessee St.,-17
11/17/2023,Davidson,68,East Tennessee St.,70,East Tennessee St.,-2
11/24/2023,Alabama A&M,71,East Tennessee St.,82,East Tennessee St.,-11
12/10/2023,Tennessee Tech,72,East Tennessee St.,73,East Tennessee St.,-1
12/15/2023,Tusculum,43,East Tennessee St.,105,East Tennessee St.,-62
12/20/2023,UMKC,57,East Tennessee St.,70,East Tennessee St.,-13
11/08/2023,Monmouth IL,45,Eastern Illinois,91,Eastern Illinois,-46
11/18/2023,Coppin St.,46,Eastern Illinois,48,Eastern Illinois,-2
11/25/2023,Eureka,39,Eastern Illinois,85,Eastern Illinois,-46
12/02/2023,St. Louis Pharmacy,50,Eastern Illinois,112,Eastern Illinois,-62
12/07/2023,IUPUI,58,Eastern Illinois,75,Eastern Illinois,-17
12/10/2023,Central Arkansas,73,Eastern Illinois,70,Eastern Illinois,3
12/17/2023,Blackburn,66,Eastern Illinois,87,Eastern Illinois,-21
11/07/2023,West Virginia Tech,72,Eastern Kentucky,108,Eastern Kentucky,-36
11/10/2023,Wilberforce,75,Eastern Kentucky,133,Eastern Kentucky,-58
11/17/2023,Tennessee Martin,80,Eastern Kentucky,74,Eastern Kentucky,6
11/21/2023,Prairie View A&M,76,Eastern Kentucky,64,Eastern Kentucky,12
11/27/2023,Troy,76,Eastern Kentucky,77,Eastern Kentucky,-1
12/10/2023,Bethany WV,56,Eastern Kentucky,121,Eastern Kentucky,-65
12/17/2023,Northern Kentucky,85,Eastern Kentucky,75,Eastern Kentucky,10
11/11/2023,Georgia Southern,60,Eastern Michigan,70,Eastern Michigan,-10
11/18/2023,Cleveland St.,62,Eastern Michigan,69,Eastern Michigan,-7
11/26/2023,North Dakota,72,Eastern Michigan,70,Eastern Michigan,2
12/01/2023,Lake Superior St.,53,Eastern Michigan,68,Eastern Michigan,-15
12/08/2023,Oakland,77,Eastern Michigan,63,Eastern Michigan,14
12/21/2023,Hampton,69,Eastern Michigan,72,Eastern Michigan,-3
12/30/2023,Northwood MI,64,Eastern Michigan,67,Eastern Michigan,-3
11/22/2023,Walla Walla,46,Eastern Washington,97,Eastern Washington,-51
12/13/2023,Portland Bible,34,Eastern Washington,103,Eastern Washington,-69
12/28/2023,Portland St.,57,Eastern Washington,91,Eastern Washington,-34
12/30/2023,Sacramento St.,61,Eastern Washington,87,Eastern Washington,-26
11/09/2023,East Tennessee St.,76,Elon,79,Elon,-3
11/27/2023,Presbyterian,79,Elon,82,Elon,-3
11/30/2023,Warren Wilson,56,Elon,127,Elon,-71
12/15/2023,Bridgewater VA,70,Elon,104,Elon,-34
12/29/2023,Valparaiso,78,Elon,82,Elon,-4
11/06/2023,Miami OH,64,Evansville,72,Evansville,-8
11/09/2023,St. Louis Pharmacy,46,Evansville,116,Evansville,-70
11/18/2023,Ball St.,50,Evansville,74,Evansville,-24
12/02/2023,Northern Iowa,89,Evansville,91,Evansville,-2
12/18/2023,Tennessee Martin,91,Evansville,98,Evansville,-7
12/20/2023,Tennessee Tech,51,Evansville,82,Evansville,-31
11/09/2023,Tarleton St.,82,FIU,65,FIU,17
11/20/2023,Marshall,80,FIU,69,FIU,11
11/21/2023,Loyola Marymount,61,FIU,60,FIU,1
11/26/2023,Kennesaw St.,84,FIU,91,FIU,-7
11/29/2023,Florida Gulf Coast,68,FIU,65,FIU,3
12/02/2023,LIU,59,FIU,74,FIU,-15
12/16/2023,Trinity FL,55,FIU,146,FIU,-91
12/19/2023,Stetson,80,FIU,68,FIU,12
12/21/2023,Maine,74,FIU,82,FIU,-8
11/13/2023,Mount Saint Mary,45,Fairfield,92,Fairfield,-47
11/18/2023,Queens,69,Fairfield,63,Fairfield,6
11/24/2023,New Hampshire,83,Fairfield,80,Fairfield,3
12/01/2023,Iona,78,Fairfield,67,Fairfield,11
12/17/2023,Wagner,51,Fairfield,63,Fairfield,-12
12/30/2023,Le Moyne,72,Fairfield,78,Fairfield,-6
11/08/2023,Penn State Brandywine,63,Fairleigh Dickinson,107,Fairleigh Dickinson,-44
11/15/2023,Saint Peter's,70,Fairleigh Dickinson,71,Fairleigh Dickinson,-1
11/18/2023,Penn State Schuylkill,66,Fairleigh Dickinson,124,Fairleigh Dickinson,-58
11/25/2023,Jacksonville,91,Fairleigh Dickinson,90,Fairleigh Dickinson,1
12/11/2023,Columbia,87,Fairleigh Dickinson,83,Fairleigh Dickinson,4
12/21/2023,Fairfield,92,Fairleigh Dickinson,69,Fairleigh Dickinson,23
11/06/2023,Loyola MD,73,Florida,93,Florida,-20
11/10/2023,Virginia,73,Florida,70,Florida,3
11/14/2023,Florida A&M,68,Florida,89,Florida,-21
11/17/2023,Florida St.,68,Florida,89,Florida,-21
11/24/2023,Baylor,95,Florida,91,Florida,4
12/05/2023,Merrimack,57,Florida,77,Florida,-20
12/09/2023,Richmond,76,Florida,87,Florida,-11
12/14/2023,East Carolina,65,Florida,70,Florida,-5
12/22/2023,Grambling St.,57,Florida,96,Florida,-39
12/30/2023,Quinnipiac,72,Florida,97,Florida,-25
11/20/2023,Oregon,67,Florida A&M,54,Florida A&M,13
11/29/2023,Albany St.,92,Florida A&M,85,Florida A&M,7
12/09/2023,LeMoyne Owen,78,Florida A&M,108,Florida A&M,-30
11/14/2023,Eastern Michigan,57,Florida Atlantic,100,Florida Atlantic,-43
11/18/2023,Bryant,61,Florida Atlantic,52,Florida Atlantic,9
11/24/2023,Texas A&M,89,Florida Atlantic,96,Florida Atlantic,-7
11/30/2023,Liberty,58,Florida Atlantic,83,Florida Atlantic,-25
12/02/2023,Charleston,74,Florida Atlantic,90,Florida Atlantic,-16
12/13/2023,FIU,60,Florida Atlantic,94,Florida Atlantic,-34
11/10/2023,Ave Maria,71,Florida Gulf Coast,80,Florida Gulf Coast,-9
11/17/2023,Missouri St.,70,Florida Gulf Coast,61,Florida Gulf Coast,9
11/18/2023,Hampton,92,Florida Gulf Coast,85,Florida Gulf Coast,7
11/20/2023,Norfolk St.,69,Florida Gulf Coast,66,Florida Gulf Coast,3
11/25/2023,UNC Wilmington,71,Florida Gulf Coast,55,Florida Gulf Coast,16
12/05/2023,New College of Florida,54,Florida Gulf Coast,87,Florida Gulf Coast,-33
12/22/2023,Florida Memorial,75,Florida Gulf Coast,78,Florida Gulf Coast,-3
12/30/2023,Florida Atlantic,68,Florida Gulf Coast,72,Florida Gulf Coast,-4
11/10/2023,Kennesaw St.,67,Florida St.,94,Florida St.,-27
11/13/2023,Central Michigan,67,Florida St.,94,Florida St.,-27
11/29/2023,Georgia,68,Florida St.,66,Florida St.,2
12/16/2023,SMU,68,Florida St.,57,Florida St.,11
12/19/2023,North Florida,75,Florida St.,91,Florida St.,-16
12/22/2023,Winthrop,61,Florida St.,67,Florida St.,-6
12/30/2023,Lipscomb,78,Florida St.,75,Florida St.,3
11/06/2023,Wagner,64,Fordham,68,Fordham,-4
11/11/2023,Cornell,78,Fordham,73,Fordham,5
11/17/2023,Norfolk St.,64,Fordham,77,Fordham,-13
11/27/2023,Manhattan,61,Fordham,93,Fordham,-32
11/30/2023,Fairleigh Dickinson,52,Fordham,80,Fordham,-28
12/03/2023,Tulane,89,Fordham,81,Fordham,8
12/06/2023,NJIT,80,Fordham,77,Fordham,3
12/10/2023,North Texas,59,Fordham,60,Fordham,-1
12/21/2023,Central Connecticut,82,Fordham,80,Fordham,2
12/30/2023,Columbia,78,Fordham,87,Fordham,-9
11/06/2023,Fresno Pacific,66,Fresno St.,77,Fresno St.,-11
11/15/2023,Morgan St.,68,Fresno St.,87,Fresno St.,-19
11/22/2023,James Madison,95,Fresno St.,64,Fresno St.,31
11/27/2023,UC Santa Barbara,69,Fresno St.,65,Fresno St.,4
12/05/2023,Idaho St.,67,Fresno St.,79,Fresno St.,-12
12/09/2023,Pacific,56,Fresno St.,89,Fresno St.,-33
12/15/2023,Cal St. Bakersfield,58,Fresno St.,61,Fresno St.,-3
12/18/2023,Portland St.,75,Fresno St.,72,Fresno St.,3
11/06/2023,North Greenville,68,Furman,84,Furman,-16
11/10/2023,Belmont,76,Furman,99,Furman,-23
11/19/2023,Wyoming,78,Furman,71,Furman,7
11/28/2023,South Carolina St.,78,Furman,86,Furman,-8
12/09/2023,Bob Jones,58,Furman,100,Furman,-42
12/19/2023,Presbyterian,61,Furman,76,Furman,-15
12/30/2023,Anderson SC,79,Furman,74,Furman,5
11/06/2023,Erskine,58,Gardner Webb,98,Gardner Webb,-40
11/19/2023,Yale,71,Gardner Webb,70,Gardner Webb,1
11/25/2023,Limestone,51,Gardner Webb,92,Gardner Webb,-41
12/02/2023,Western Carolina,77,Gardner Webb,82,Gardner Webb,-5
12/06/2023,Wofford,81,Gardner Webb,66,Gardner Webb,15
12/11/2023,North Greenville,60,Gardner Webb,79,Gardner Webb,-19
12/16/2023,Appalachian St.,80,Gardner Webb,59,Gardner Webb,21
11/06/2023,Monmouth,61,George Mason,72,George Mason,-11
11/10/2023,Austin Peay,45,George Mason,67,George Mason,-22
11/15/2023,Cornell,83,George Mason,90,George Mason,-7
11/25/2023,East Carolina,59,George Mason,81,George Mason,-22
11/29/2023,NJIT,68,George Mason,86,George Mason,-18
12/16/2023,Loyola MD,54,George Mason,62,George Mason,-8
12/19/2023,Bridgewater VA,60,George Mason,84,George Mason,-24
12/30/2023,North Carolina A&T,69,George Mason,94,George Mason,-25
11/06/2023,Stonehill,44,George Washington,89,George Washington,-45
11/11/2023,William & Mary,89,George Washington,95,George Washington,-6
11/14/2023,Hofstra,60,George Washington,71,George Washington,-11
11/18/2023,New Hampshire,67,George Washington,79,George Washington,-12
11/24/2023,Ohio,94,George Washington,99,George Washington,-5
11/25/2023,Illinois Chicago,89,George Washington,79,George Washington,10
11/26/2023,Delaware,71,George Washington,81,George Washington,-10
12/05/2023,Navy,77,George Washington,79,George Washington,-2
12/09/2023,Coppin St.,45,George Washington,76,George Washington,-31
12/12/2023,Bowie St.,73,George Washington,88,George Washington,-15
12/21/2023,Alcorn St.,75,George Washington,79,George Washington,-4
12/30/2023,Maryland Eastern Shore,63,George Washington,69,George Washington,-6
11/07/2023,Le Moyne,57,Georgetown,94,Georgetown,-37
11/11/2023,Holy Cross,68,Georgetown,67,Georgetown,1
11/18/2023,Mount St. Mary's,72,Georgetown,83,Georgetown,-11
11/19/2023,American,83,Georgetown,88,Georgetown,-5
11/25/2023,Jackson St.,81,Georgetown,88,Georgetown,-7
11/29/2023,Merrimack,67,Georgetown,69,Georgetown,-2
12/02/2023,TCU,84,Georgetown,83,Georgetown,1
12/09/2023,Syracuse,80,Georgetown,68,Georgetown,12
12/12/2023,Coppin St.,54,Georgetown,71,Georgetown,-17
11/10/2023,Wake Forest,77,Georgia,80,Georgia,-3
11/12/2023,North Carolina Central,54,Georgia,64,Georgia,-10
11/17/2023,Miami FL,79,Georgia,68,Georgia,11
11/24/2023,Winthrop,69,Georgia,78,Georgia,-9
12/01/2023,Mercer,69,Georgia,80,Georgia,-11
12/05/2023,Georgia Tech,62,Georgia,76,Georgia,-14
12/16/2023,High Point,58,Georgia,66,Georgia,-8
12/20/2023,Mount St. Mary's,82,Georgia,94,Georgia,-12
12/22/2023,North Florida,60,Georgia,78,Georgia,-18
12/30/2023,Alabama A&M,73,Georgia,93,Georgia,-20
12/02/2023,Jacksonville,81,Georgia Southern,79,Georgia Southern,2
12/16/2023,UNC Wilmington,82,Georgia Southern,77,Georgia Southern,5
12/19/2023,Florida Gulf Coast,53,Georgia Southern,42,Georgia Southern,11
12/30/2023,Southern Miss,67,Georgia Southern,88,Georgia Southern,-21
11/17/2023,Northern Illinois,70,Georgia St.,64,Georgia St.,6
11/19/2023,Little Rock,77,Georgia St.,88,Georgia St.,-11
12/04/2023,Middle Georgia St.,57,Georgia St.,89,Georgia St.,-32
12/19/2023,Toccoa Falls,45,Georgia St.,122,Georgia St.,-77
12/30/2023,Arkansas St.,90,Georgia St.,91,Georgia St.,-1
11/06/2023,Georgia Southern,62,Georgia Tech,84,Georgia Tech,-22
11/09/2023,Howard,85,Georgia Tech,88,Georgia Tech,-3
11/14/2023,UMass Lowell,74,Georgia Tech,71,Georgia Tech,3
11/28/2023,Mississippi St.,59,Georgia Tech,67,Georgia Tech,-8
12/02/2023,Duke,68,Georgia Tech,72,Georgia Tech,-4
12/09/2023,Alabama A&M,49,Georgia Tech,70,Georgia Tech,-21
12/24/2023,Nevada,72,Georgia Tech,64,Georgia Tech,8
11/10/2023,Yale,71,Gonzaga,86,Gonzaga,-15
11/14/2023,Eastern Oregon,57,Gonzaga,123,Gonzaga,-66
11/20/2023,Purdue,73,Gonzaga,63,Gonzaga,10
11/21/2023,Syracuse,57,Gonzaga,76,Gonzaga,-19
11/28/2023,Cal St. Bakersfield,65,Gonzaga,81,Gonzaga,-16
12/05/2023,Arkansas Pine Bluff,71,Gonzaga,111,Gonzaga,-40
12/11/2023,Mississippi Valley St.,40,Gonzaga,78,Gonzaga,-38
12/15/2023,Connecticut,76,Gonzaga,63,Gonzaga,13
12/20/2023,Jackson St.,76,Gonzaga,100,Gonzaga,-24
12/29/2023,San Diego St.,84,Gonzaga,74,Gonzaga,10
11/06/2023,UNT Dallas,67,Grambling St.,82,Grambling St.,-15
11/14/2023,Champion Christian,73,Grambling St.,113,Grambling St.,-40
11/17/2023,Delaware St.,71,Grambling St.,63,Grambling St.,8
11/06/2023,Southeast Missouri St.,67,Grand Canyon,88,Grand Canyon,-21
11/12/2023,Northern Arizona,55,Grand Canyon,89,Grand Canyon,-34
11/17/2023,San Francisco,72,Grand Canyon,76,Grand Canyon,-4
11/19/2023,South Carolina,75,Grand Canyon,68,Grand Canyon,7
11/25/2023,North Dakota St.,71,Grand Canyon,86,Grand Canyon,-15
12/02/2023,UT Arlington,69,Grand Canyon,76,Grand Canyon,-7
12/05/2023,San Diego St.,73,Grand Canyon,79,Grand Canyon,-6
12/16/2023,Portland,63,Grand Canyon,91,Grand Canyon,-28
12/20/2023,Sam Houston St.,64,Grand Canyon,76,Grand Canyon,-12
12/27/2023,Bethesda,74,Grand Canyon,124,Grand Canyon,-50
12/30/2023,Louisiana Tech,70,Grand Canyon,73,Grand Canyon,-3
11/09/2023,St. Francis IL,56,Green Bay,72,Green Bay,-16
11/21/2023,UC Riverside,74,Green Bay,68,Green Bay,6
11/25/2023,St. Thomas,51,Green Bay,64,Green Bay,-13
12/02/2023,Milwaukee,58,Green Bay,70,Green Bay,-12
12/09/2023,Western Illinois,68,Green Bay,59,Green Bay,9
12/21/2023,MSOE,46,Green Bay,79,Green Bay,-33
12/29/2023,Wright St.,77,Green Bay,88,Green Bay,-11
12/31/2023,Robert Morris,61,Green Bay,78,Green Bay,-17
11/09/2023,Mid Atlantic Christian,46,Hampton,109,Hampton,-63
11/20/2023,San Jose St.,71,Hampton,52,Hampton,19
11/27/2023,UMBC,80,Hampton,76,Hampton,4
12/03/2023,Virginia Lynchburg,66,Hampton,121,Hampton,-55
12/11/2023,Mary Baldwin,53,Hampton,100,Hampton,-47
12/16/2023,James Madison,88,Hampton,71,Hampton,17
11/06/2023,UMass Boston,50,Harvard,78,Harvard,-28
11/14/2023,Northeastern,56,Harvard,80,Harvard,-24
11/29/2023,American,75,Harvard,80,Harvard,-5
12/08/2023,Army,64,Harvard,70,Harvard,-6
12/21/2023,Holy Cross,72,Harvard,74,Harvard,-2
12/30/2023,Iona,69,Harvard,60,Harvard,9
11/14/2023,Hawaii Hilo,66,Hawaii,82,Hawaii,-16
11/16/2023,Niagara,73,Hawaii,92,Hawaii,-19
11/21/2023,Northern Arizona,61,Hawaii,70,Hawaii,-9
11/24/2023,UT Rio Grande Valley,57,Hawaii,76,Hawaii,-19
12/03/2023,Central Arkansas,76,Hawaii,95,Hawaii,-19
12/10/2023,Hawaii Pacific,53,Hawaii,78,Hawaii,-25
12/17/2023,Nevada,72,Hawaii,66,Hawaii,6
12/21/2023,Portland,56,Hawaii,69,Hawaii,-13
12/22/2023,Georgia Tech,73,Hawaii,68,Hawaii,5
12/24/2023,TCU,65,Hawaii,51,Hawaii,14
12/30/2023,Cal St. Fullerton,63,Hawaii,61,Hawaii,2
11/06/2023,St. Andrews Pres.,51,High Point,105,High Point,-54
11/20/2023,Iona,68,High Point,82,High Point,-14
11/26/2023,Mount Olive,73,High Point,122,High Point,-49
11/29/2023,Morgan St.,59,High Point,77,High Point,-18
12/05/2023,Western Carolina,71,High Point,97,High Point,-26
12/08/2023,North Carolina A&T,62,High Point,75,High Point,-13
12/19/2023,UNC Greensboro,63,High Point,74,High Point,-11
12/22/2023,Canisius,70,High Point,78,High Point,-8
12/30/2023,Bellarmine,85,High Point,90,High Point,-5
11/06/2023,St. Joseph's NY,48,Hofstra,101,Hofstra,-53
11/10/2023,Princeton,74,Hofstra,67,Hofstra,7
11/21/2023,Wright St.,76,Hofstra,85,Hofstra,-9
11/22/2023,High Point,92,Hofstra,97,Hofstra,-5
11/30/2023,South Florida,63,Hofstra,82,Hofstra,-19
12/16/2023,Norfolk St.,58,Hofstra,74,Hofstra,-16
11/14/2023,Sacred Heart,84,Holy Cross,77,Holy Cross,7
11/18/2023,Elon,83,Holy Cross,69,Holy Cross,14
11/29/2023,Maine,72,Holy Cross,57,Holy Cross,15
12/18/2023,Quinnipiac,77,Holy Cross,57,Holy Cross,20
12/29/2023,Elms,60,Holy Cross,88,Holy Cross,-28
11/06/2023,Louisiana Monroe,31,Houston,84,Houston,-53
11/11/2023,Texas A&M Corpus Chris,50,Houston,82,Houston,-32
11/13/2023,Stetson,48,Houston,79,Houston,-31
11/19/2023,Dayton,55,Houston,69,Houston,-14
11/24/2023,Montana,44,Houston,79,Houston,-35
12/06/2023,Rice,39,Houston,75,Houston,-36
12/09/2023,Jackson St.,55,Houston,89,Houston,-34
12/16/2023,Texas A&M,66,Houston,70,Houston,-4
12/21/2023,Texas St.,37,Houston,72,Houston,-35
12/30/2023,Penn,42,Houston,81,Houston,-39
11/15/2023,FIU,83,Houston Christian,74,Houston Christian,9
11/20/2023,UTSA,89,Houston Christian,87,Houston Christian,2
12/06/2023,Southwestern Adventist,58,Houston Christian,95,Houston Christian,-37
12/16/2023,Champion Christian,72,Houston Christian,107,Houston Christian,-35
11/06/2023,Hampton,80,Howard,92,Howard,-12
11/14/2023,Boston University,53,Howard,64,Howard,-11
11/28/2023,Cincinnati,86,Howard,81,Howard,5
12/13/2023,Regent,49,Howard,88,Howard,-39
11/06/2023,Spalding,63,IUPUI,70,IUPUI,-7
11/17/2023,Elon,86,IUPUI,72,IUPUI,14
11/19/2023,Holy Cross,74,IUPUI,61,IUPUI,13
11/25/2023,Cleary,70,IUPUI,78,IUPUI,-8
12/02/2023,Northern Kentucky,71,IUPUI,55,IUPUI,16
12/16/2023,Lindenwood,73,IUPUI,67,IUPUI,6
12/21/2023,Defiance,67,IUPUI,90,IUPUI,-23
12/29/2023,Detroit Mercy,55,IUPUI,67,IUPUI,-12
12/31/2023,Cleveland St.,86,IUPUI,77,IUPUI,9
11/09/2023,Cal St. Northridge,76,Idaho,73,Idaho,3
11/14/2023,Evergreen St.,42,Idaho,88,Idaho,-46
11/17/2023,Pacific Lutheran,52,Idaho,96,Idaho,-44
11/24/2023,UC San Diego,70,Idaho,73,Idaho,-3
11/29/2023,Denver,67,Idaho,65,Idaho,2
12/02/2023,Cal Poly,70,Idaho,85,Idaho,-15
12/05/2023,Pacific,53,Idaho,83,Idaho,-30
12/28/2023,Sacramento St.,58,Idaho,61,Idaho,-3
12/30/2023,Portland St.,77,Idaho,72,Idaho,5
11/06/2023,Warner Pacific,36,Idaho St.,92,Idaho St.,-56
11/16/2023,Northwest,51,Idaho St.,85,Idaho St.,-34
11/20/2023,The Citadel,62,Idaho St.,61,Idaho St.,1
12/02/2023,Lindenwood,70,Idaho St.,76,Idaho St.,-6
12/28/2023,Montana St.,74,Idaho St.,66,Idaho St.,8
12/30/2023,Montana,76,Idaho St.,68,Idaho St.,8
11/06/2023,Eastern Illinois,52,Illinois,80,Illinois,-28
11/10/2023,Oakland,53,Illinois,64,Illinois,-11
11/14/2023,Marquette,71,Illinois,64,Illinois,7
11/17/2023,Valparaiso,64,Illinois,87,Illinois,-23
11/19/2023,Southern,60,Illinois,88,Illinois,-28
11/24/2023,Western Illinois,52,Illinois,84,Illinois,-32
12/05/2023,Florida Atlantic,89,Illinois,98,Illinois,-9
12/17/2023,Colgate,57,Illinois,74,Illinois,-17
12/29/2023,Fairleigh Dickinson,71,Illinois,104,Illinois,-33
11/10/2023,Little Rock,71,Illinois Chicago,86,Illinois Chicago,-15
11/19/2023,Aurora,48,Illinois Chicago,99,Illinois Chicago,-51
11/24/2023,Middle Tennessee,40,Illinois Chicago,70,Illinois Chicago,-30
11/26/2023,UNC Greensboro,58,Illinois Chicago,57,Illinois Chicago,1
11/30/2023,Illinois St.,69,Illinois Chicago,64,Illinois Chicago,5
12/12/2023,Green Bay,70,Illinois Chicago,68,Illinois Chicago,2
